,Country,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Cuisine
84,Canada,butter,wheat,peach,vanilla,almond,pecan,cinnamon,cream_cheese,egg,,,,,,,,,,,,,,,,,,,,,,Canada
85,Canada,tomato,olive_oil,cane_molasses,lemon_juice,wheat,thyme,onion,vinegar,shallot,fish,lime_juice,pepper,basil,fennel,garlic,orange,macaroni,tamarind,cream,,,,,,,,,,,,Canada
86,Canada,cane_molasses,olive_oil,pepper,grape_juice,mustard,onion,vinegar,soy_sauce,garlic,tamarind,,,,,,,,,,,,,,,,,,,,,Canada
87,Canada,butter,wheat,mustard,onion,raisin,parsley,cucumber,chive,vegetable_oil,egg,cream,,,,,,,,,,,,,,,,,,,,Canada
88,Canada,butter,cane_molasses,coconut,wheat,cherry,walnut,milk,,,,,,,,,,,,,,,,,,,,,,,,Canada
89,Canada,vanilla,milk,starch,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada
90,Canada,butter,cheese,pepper,parmesan_cheese,garlic,bell_pepper,blue_cheese,macaroni,cheddar_cheese,milk,,,,,,,,,,,,,,,,,,,,,Canada
91,Canada,sesame_oil,peanut,soy_sauce,cayenne,ginger,carrot,garlic,soybean,cabbage,pea,,,,,,,,,,,,,,,,,,,,,Canada
92,Canada,butter,coffee,wheat,starch,vanilla,cocoa,vegetable_oil,egg,milk,,,,,,,,,,,,,,,,,,,,,,Canada
93,Canada,vinegar,beef,starch,soy_sauce,orange_juice,ginger,garlic,orange,rice,broccoli,wine,,,,,,,,,,,,,,,,,,,,Canada
94,Canada,vinegar,mustard,onion,starch,vanilla,parsley,cocoa,strawberry,cucumber,chive,vegetable_oil,egg,cream,,,,,,,,,,,,,,,,,,Canada
95,Canada,butter,potato_chip,cheddar_cheese,wheat,mustard,,,,,,,,,,,,,,,,,,,,,,,,,,Canada
96,Canada,coconut,rice,starch,sesame_seed,mango,,,,,,,,,,,,,,,,,,,,,,,,,,Canada
97,Canada,tomato,cane_molasses,ham,onion,potato,black_pepper,vinegar,tabasco_pepper,parsley,bay,celery,fennel,garlic,smoke,tamarind,kidney_bean,pork_sausage,,,,,,,,,,,,,,Canada
98,Canada,onion,bacon,tabasco_pepper,black_pepper,cheddar_cheese,egg,milk,,,,,,,,,,,,,,,,,,,,,,,,Canada
99,Canada,tomato,feta_cheese,lime_juice,garlic,avocado,,,,,,,,,,,,,,,,,,,,,,,,,,Canada
100,Canada,butter,coriander,pepper,onion,fenugreek,cumin,mango,garlic,tomato,chicken,turmeric,,,,,,,,,,,,,,,,,,,,Canada
101,Canada,olive_oil,pepper,lemon_juice,oregano,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada
102,Canada,onion,beef,starch,soy_sauce,black_pepper,mozzarella_cheese,vegetable_oil,bread,,,,,,,,,,,,,,,,,,,,,,,Canada
103,Canada,olive_oil,almond,vinegar,red_wine,bacon,garlic,blue_cheese,,,,,,,,,,,,,,,,,,,,,,,,Canada
104,Canada,butter,marjoram,wheat,onion,potato,parsley,chicken,cheddar_cheese,milk,,,,,,,,,,,,,,,,,,,,,,Canada
105,Canada,yogurt,egg,vanilla,wheat,butter,,,,,,,,,,,,,,,,,,,,,,,,,,Canada
106,Canada,tomato,wheat,raisin,nutmeg,cinnamon,lard,,,,,,,,,,,,,,,,,,,,,,,,,Canada
107,Canada,butter,cane_molasses,wheat,cherry,vanilla,egg,,,,,,,,,,,,,,,,,,,,,,,,,Canada
108,Canada,starch,cheddar_cheese,milk,beef,meat,,,,,,,,,,,,,,,,,,,,,,,,,,Canada
109,Canada,olive_oil,black_pepper,egg,onion,potato,,,,,,,,,,,,,,,,,,,,,,,,,,Canada
110,Canada,wheat,apple,yeast,rhubarb,blackberry,raspberry,egg,milk,,,,,,,,,,,,,,,,,,,,,,,Canada
111,Canada,tomato,cheese,wheat,onion,black_bean,cayenne,cumin,garlic,,,,,,,,,,,,,,,,,,,,,,,Canada
112,Canada,tomato,cane_molasses,clam,onion,beef,vinegar,tabasco_pepper,celery,tamarind,,,,,,,,,,,,,,,,,,,,,,Canada
113,Canada,butter,wheat,vanilla,cocoa,oat,egg,,,,,,,,,,,,,,,,,,,,,,,,,Canada
114,Canada,cane_molasses,pepper,lime_juice,cinnamon,sweet_potato,vegetable_oil,,,,,,,,,,,,,,,,,,,,,,,,,Canada
115,Canada,cane_molasses,butter,coconut,corn,raisin,cocoa,oat,peanut_butter,seed,vanilla,,,,,,,,,,,,,,,,,,,,,Canada
116,Canada,olive_oil,soybean,chicken,milk,whole_grain_wheat_flour,yeast,parsley,celery,barley,lard,vegetable,rice,tomato,pepper,wheat,mustard,mushroom,starch,corn,black_pepper,garlic,butter,vinegar,meat,onion,potato,bay,bell_pepper,egg,,Canada
117,Canada,grape_juice,cream,vanilla,blueberry,strawberry,berry,blackberry,rice,egg,milk,cinnamon,,,,,,,,,,,,,,,,,,,,Canada
118,Canada,butter,olive_oil,wheat,black_pepper,garlic,nutmeg,milk,,,,,,,,,,,,,,,,,,,,,,,,Canada
119,Canada,pork,wheat,beef,potato,black_pepper,nutmeg,egg,,,,,,,,,,,,,,,,,,,,,,,,Canada
120,Canada,cane_molasses,vinegar,pepper,wheat,beef,onion,potato,garlic,vegetable,tamarind,cheddar_cheese,mustard,,,,,,,,,,,,,,,,,,,Canada
121,Canada,wheat,onion,yeast,bacon,black_pepper,nutmeg,egg,milk,cream,,,,,,,,,,,,,,,,,,,,,,Canada
122,Canada,butter,cocoa,potato,peppermint,lard,,,,,,,,,,,,,,,,,,,,,,,,,,Canada
123,Canada,cane_molasses,wheat,vanilla,raisin,buttermilk,vegetable_oil,egg,,,,,,,,,,,,,,,,,,,,,,,,Canada
124,Canada,butter,cane_molasses,wheat,maple_syrup,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada
125,Canada,mozzarella_cheese,egg,rice,tabasco_pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada
126,Canada,butter,pepper,wheat,corn,soy_sauce,parsley,scallion,milk_fat,crab,milk,cream,,,,,,,,,,,,,,,,,,,,Canada
127,Canada,pork,wheat,sesame_oil,starch,soy_sauce,yeast,scallion,garlic,lard,vegetable_oil,oyster,,,,,,,,,,,,,,,,,,,,Canada
128,Canada,vinegar,green_bell_pepper,onion,dill,chicken_broth,potato,black_pepper,celery,carrot,beet,bell_pepper,kidney_bean,garlic,chicken,soy_sauce,,,,,,,,,,,,,,,,Canada
129,Canada,tomato,beef,onion,parmesan_cheese,macaroni,oregano,mozzarella_cheese,,,,,,,,,,,,,,,,,,,,,,,,Canada
130,Canada,olive_oil,mushroom,shallot,bacon,chicken_broth,black_pepper,parmesan_cheese,cured_pork,garlic,oregano,macaroni,,,,,,,,,,,,,,,,,,,,Canada
131,Canada,butter,wheat,vanilla,cayenne,cocoa,egg,milk,cream,,,,,,,,,,,,,,,,,,,,,,,Canada
132,Canada,lemon,squid,black_pepper,oregano,vegetable_oil,wheat,,,,,,,,,,,,,,,,,,,,,,,,,Canada
133,Canada,turkey,marjoram,wheat,thyme,black_pepper,sage,celery,rosemary,,,,,,,,,,,,,,,,,,,,,,,Canada
134,Canada,honey,cherry,pineapple,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada
135,Canada,coffee,milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada
136,Canada,cocoa,butter,vanilla,coffee,milk,,,,,,,,,,,,,,,,,,,,,,,,,,Canada
137,Canada,tomato,tabasco_pepper,black_pepper,garlic,cream_cheese,basil,vegetable_oil,egg,cream,,,,,,,,,,,,,,,,,,,,,,Canada
138,Canada,tomato,vinegar,celery_oil,beef,corn,black_pepper,garlic,chicken,mustard,,,,,,,,,,,,,,,,,,,,,,Canada
139,Canada,wheat,egg,cinnamon,rhubarb,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada
140,Canada,lamb,olive_oil,pepper,thyme,nut,sage,macaroni,goat_cheese,vegetable_oil,mint,,,,,,,,,,,,,,,,,,,,,Canada
141,Canada,butter,chicken_liver,onion,black_pepper,mace,sherry,,,,,,,,,,,,,,,,,,,,,,,,,Canada
142,Canada,egg,lard,wheat,milk,blueberry,,,,,,,,,,,,,,,,,,,,,,,,,,Canada
143,Canada,mozzarella_cheese,green_bell_pepper,cayenne,oregano,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada
144,Canada,butter,cocoa,wheat,peanut_butter,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada
145,Canada,tomato,olive_oil,pepper,wheat,onion,thyme,cheese,black_pepper,parmesan_cheese,basil,garlic,oregano,mozzarella_cheese,chicken,cheddar_cheese,rosemary,banana,pork_sausage,,,,,,,,,,,,,Canada
146,Canada,dill,lemon_juice,corn_flake,black_pepper,garlic,vegetable_oil,chicken,egg,,,,,,,,,,,,,,,,,,,,,,,Canada
147,Canada,butter,tomato,pepper,onion,thyme,potato,chicken_broth,starch,celery,carrot,garlic,oregano,basil,rosemary,milk,,,,,,,,,,,,,,,,Canada
148,Canada,cane_molasses,butter,wheat,apple,yeast,oat,milk,,,,,,,,,,,,,,,,,,,,,,,,Canada
149,Canada,butter,lemon_juice,wheat,ginger,buttermilk,brandy,bitter_orange,orange,lemon,egg,,,,,,,,,,,,,,,,,,,,,Canada
150,Canada,coriander,olive_oil,pepper,onion,fenugreek,cumin,celery,carrot,pea,turmeric,,,,,,,,,,,,,,,,,,,,,Canada
151,Canada,tomato,pepper,green_bell_pepper,mushroom,onion,beef,thyme,basil,macaroni,oregano,mozzarella_cheese,rosemary,,,,,,,,,,,,,,,,,,,Canada
152,Canada,pork,wheat,onion,yeast,black_pepper,starch,bacon,sage,celery,veal,garlic,egg,milk,,,,,,,,,,,,,,,,,,Canada
153,Canada,coffee,wheat,cocoa,vegetable_oil,milk,cream,,,,,,,,,,,,,,,,,,,,,,,,,Canada
154,Canada,butter,wheat,corn,almond,milk,cocoa,egg,vanilla,cream,,,,,,,,,,,,,,,,,,,,,,Canada
155,Canada,butter,wheat,starch,black_pepper,beer,garlic,cod,lard,vegetable_oil,egg,milk,,,,,,,,,,,,,,,,,,,,Canada
156,Canada,cocoa,orange_peel,pecan,milk,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada
157,Canada,vanilla,cacao,milk,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada
158,Canada,tomato,olive_oil,pepper,lemon_juice,onion,cayenne,cumin,squash,bean,garlic,cinnamon,,,,,,,,,,,,,,,,,,,,Canada
159,Canada,tomato,pepper,onion,cured_pork,bell_pepper,vegetable_oil,,,,,,,,,,,,,,,,,,,,,,,,,Canada
160,Canada,butter,coconut,wheat,walnut,cocoa,gelatin,milk,,,,,,,,,,,,,,,,,,,,,,,,Canada
161,Canada,cane_molasses,butter,wheat,apple,vanilla,raisin,squash,oat,nutmeg,cinnamon,carrot,egg,milk,whole_grain_wheat_flour,,,,,,,,,,,,,,,,,Canada
162,Canada,orange,cherry,red_wine,lemon,lime,,,,,,,,,,,,,,,,,,,,,,,,,,Canada
163,Canada,tomato,vinegar,celery_oil,starch,soy_sauce,garlic,corn,,,,,,,,,,,,,,,,,,,,,,,,Canada
164,Canada,pepper,cheddar_cheese,egg,bell_pepper,bread,,,,,,,,,,,,,,,,,,,,,,,,,,Canada
165,Canada,tomato,dill,green_bell_pepper,mushroom,onion,vinegar,parsley,fennel,carrot,garlic,oregano,basil,beef_broth,pork_sausage,zucchini,,,,,,,,,,,,,,,,Canada
166,Canada,butter,cane_molasses,wheat,vanilla,walnut,cocoa,,,,,,,,,,,,,,,,,,,,,,,,,Canada
167,Canada,cane_molasses,butter,wheat,vanilla,cocoa,oat,egg,milk,,,,,,,,,,,,,,,,,,,,,,,Canada
168,Canada,butter,cane_molasses,wheat,onion,vinegar,chicken_broth,cayenne,lobster,tamarind,milk,,,,,,,,,,,,,,,,,,,,,Canada
169,Canada,lemon_juice,onion,nut,cayenne,cumin,parsley,celery,,,,,,,,,,,,,,,,,,,,,,,,Canada
170,Canada,cheddar_cheese,macaroni,milk,mushroom,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada
171,Canada,butter,wheat,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada
172,Canada,olive_oil,mushroom,onion,thyme,black_pepper,parmesan_cheese,milk,garlic,oregano,basil,macaroni,chicken,rosemary,pea,,,,,,,,,,,,,,,,,Canada
173,Canada,tomato,olive_oil,onion,cheese,chicken_broth,parsley,parmesan_cheese,white_wine,garlic,oregano,basil,macaroni,chicken,nut,cream,,,,,,,,,,,,,,,,Canada
174,Canada,cane_molasses,caraway,wheat,yeast,raisin,seed,lard,,,,,,,,,,,,,,,,,,,,,,,,Canada
175,Canada,coriander,fenugreek,pepper,lemon_juice,wheat,cumin,scallion,swiss_cheese,crab,vegetable_oil,turmeric,egg,bread,,,,,,,,,,,,,,,,,,Canada
176,Canada,olive_oil,pork,lemon_juice,beef,marjoram,garlic,bell_pepper,oregano,rosemary,,,,,,,,,,,,,,,,,,,,,,Canada
177,Canada,vegetable_oil,pepper,onion,beef,potato,,,,,,,,,,,,,,,,,,,,,,,,,,Canada
178,Canada,cocoa,coffee,milk,vanilla,cream,,,,,,,,,,,,,,,,,,,,,,,,,,Canada
179,Canada,cane_molasses,wheat,raisin,nutmeg,cinnamon,lard,,,,,,,,,,,,,,,,,,,,,,,,,Canada
180,Canada,wheat,vanilla,walnut,buttermilk,cinnamon,vegetable_oil,egg,banana,,,,,,,,,,,,,,,,,,,,,,,Canada
181,Canada,olive_oil,pepper,lemon_juice,beef,cayenne,soy_sauce,orange_juice,lime_juice,cumin,black_pepper,cilantro,garlic,bell_pepper,oregano,,,,,,,,,,,,,,,,,Canada
182,Canada,butter,olive_oil,pepper,onion,cayenne,cumin,celery,carrot,garlic,bell_pepper,tomato,chicken,red_kidney_bean,,,,,,,,,,,,,,,,,,Canada
183,Canada,cream_cheese,thyme,egg,black_pepper,parmesan_cheese,garlic,bell_pepper,oregano,basil,vegetable_oil,chicken,rosemary,bread,,,,,,,,,,,,,,,,,,Canada
184,Canada,vegetable_oil,pepper,wheat,scallion,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada
185,Canada,cilantro,cream,sesame_oil,onion,sake,lime_juice,soy_sauce,salmon,scallion,garlic,barley,soybean,vegetable_oil,rice,egg,bread,,,,,,,,,,,,,,,Canada
186,Canada,cane_molasses,butter,wheat,cocoa,oat,hazelnut,vegetable_oil,egg,milk,,,,,,,,,,,,,,,,,,,,,,Canada
187,Canada,cane_molasses,vinegar,wheat,cider,ginger,egg,,,,,,,,,,,,,,,,,,,,,,,,,Canada
188,Canada,olive_oil,pepper,lemon_juice,feta_cheese,bacon,garlic,oregano,chicken,,,,,,,,,,,,,,,,,,,,,,,Canada
189,Canada,cane_molasses,butter,lemon,rum,vanilla,cider,cinnamon,cream,,,,,,,,,,,,,,,,,,,,,,,Canada
190,Canada,olive_oil,onion,potato,black_pepper,parsley,garlic,,,,,,,,,,,,,,,,,,,,,,,,,Canada
191,Canada,coriander,olive_oil,pepper,onion,fenugreek,cumin,garlic,tomato,macaroni,chicken,turmeric,,,,,,,,,,,,,,,,,,,,Canada
192,Canada,vanilla,egg,milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada
